molecular_weight	gravy	pI	rna_detected_percent	highest_tpm	binary_status
63.089102	-0.342857143	9.554553032	92.24	89.4361	1
28.8022867	0.305533597	6.82797718	99.96	108.0444	1
43.2722839	-0.04974359	8.657862282	100	386.0718	1
64.4119875	-0.119557823	6.00864315	100	3820.0924	1
23.1061684	-0.198550725	6.34831295	100	673.001	1
13.8528159	0.231578947	10.2393362	99.96	191.8699	1
156.4972742	-0.020509291	6.176659203	100	179.7541	1
60.6335394	-0.642321429	4.926485634	99.98	148.8548	1
101.1169562	-0.259090909	5.583487511	99.98	144.993	1
44.2676726	-0.197668394	9.472613716	99.96	137.5483	1
26.0297863	-0.449781659	10.396768	99.93	94.3552	1
20.7659172	-1.28839779	10.41810703	99.98	224.8881	1
24.0436959	-0.12293578	9.531860161	99.98	1398.176	1
57.7412512	-0.169246032	5.127638817	99.7	33.8004	1
64.3908716	0.598659966	7.10188427	99.98	81.1006	1
33.3947709	-0.038888889	5.525341225	99.98	114.2736	1
29.3070541	-0.076226415	6.112033272	99.98	228.4064	1
97.8807505	-0.363863636	5.395975685	99.98	123.597	1
34.847045	-0.262295082	4.457393456	99.98	78.5476	1
54.1634005	-0.136605317	6.210762596	99.98	278.0144	1
31.4378809	-0.235888502	9.757757378	99.95	412.7274	1
21.5905879	-0.381313131	7.512091255	99.98	490.2661	1
33.7745376	-0.486195286	7.813519859	99.96	121.0031	1
62.0971999	-0.372	5.024476051	86.06	287.6052	1
82.9256313	-0.065879265	6.160801125	40	228.622	1
23.8310379	-0.192592593	5.398249245	99.98	140.8318	1
37.3879274	0.579651163	9.483831215	99.98	117.7368	1
12.3757232	-1.163809524	9.9463274	98.4	867.8124	1
63.0514976	-0.117926186	5.0644907	99.98	138.2126	1
78.6336091	-0.546647646	8.877957344	23.64	1224.0541	1
56.814765	-0.503784861	5.683694649	99.98	662.3908	1
17.6231116	-0.617419355	6.323929024	82.53	15639.6022	1
17.6851746	-0.596153846	5.590762901	85.49	20457.6273	1
40.3296548	-0.174525745	8.788023949	99.98	102.5557	1
41.0311618	-1.118508287	8.673914909	99.05	593.2054	1
17.2175315	-0.110666667	7.632192039	7.03	205.2934	1
83.0307901	0.015395095	9.186631966	99.93	151.5856	1
91.9174891	-0.202696078	5.974141884	99.95	94.5844	1
24.7882289	-0.535087719	4.525372887	99.75	1147.8807	1
67.8835715	-0.79450727	6.912837791	99.81	154.7528	1
41.8998455	0.344270833	5.464011955	99.98	174.8814	1
11.255422	-0.468316832	5.072448158	99.98	1417.5165	1
91.3505797	-0.585006046	5.403080559	99.98	184.7958	1
48.4681804	0.598451327	9.284817314	99.86	98.2261	1
58.4837542	-0.448674242	5.7033041	89.34	830.2138	1
14.3823261	-0.565322581	9.36076107	99.95	469.2844	1
57.9905621	-0.06252354	5.58013401	99.98	172.4282	1
35.4955766	0.131152648	5.346071053	99.98	138.4717	1
69.2906332	-0.436988543	6.73015728	99.86	99.9638	1
25.6964223	-1.574660633	9.247683525	99.98	217.746	1
13.2566626	-0.866666667	5.243647194	99.98	150.8905	1
50.5853312	-0.380178174	4.715101433	99.98	1532.0988	1
71.4450274	-0.224038462	9.107851601	99.95	68.9673	1
40.9415178	-0.191666667	6.225938606	82.32	115.8875	1
68.8933185	-0.244352159	6.624266243	99.98	79.2574	1
42.1041547	-0.682085561	4.92443943	97.83	278.0375	1
28.4866025	-0.611811024	5.060739326	99.98	177.4299	1
15.6633968	-0.18125	4.495702934	99.91	183.5585	1
42.2838716	-0.485749386	8.546074104	92.38	280.9196	1
117.5199659	-0.523813953	9.130093193	99.96	74.4513	1
89.6933311	-0.16569697	5.229210091	99.98	151.3483	1
35.7615369	-0.254746835	6.327453041	99.24	43.9461	1
17.9193943	0.102994012	4.896929359	99.95	274.8662	1
179.9805653	-0.566229713	8.954223442	99.98	112.7828	1
41.9397356	-0.790691489	5.249331093	99.98	269.4546	1
53.995269	-0.04375	8.751148033	96.05	726.9474	1
129.1774654	-0.693133047	6.367695045	99.98	91.8705	1
71.9592216	-0.649692308	5.788392067	99.98	66.8173	1
41.3228001	0.10388601	7.013442802	99.98	284.3101	1
60.3089845	-0.476261682	5.863192177	99.98	338.7696	1
30.0376116	-1.052941176	6.217583275	99.98	132.4713	1
77.7744889	-0.530028329	6.476712227	99.98	124.2472	1
59.2123889	0.775044883	9.754276085	99.96	985.9194	1
54.8670545	-0.061680328	6.018362617	99.4	320.9352	1
63.3278784	-0.530782918	8.408498573	99.7	183.1318	1
51.5047344	-0.422489083	7.674196053	99.08	23.4462	1
48.5691787	-0.574031891	8.690032005	99.84	191.6948	1
39.9522982	0.196765499	9.522899055	99.49	800.3017	1
96.2348512	-0.273286876	6.670305824	99.96	210.6626	1
96.5235538	-0.246242775	7.060846519	86.27	627.7778	1
88.508817	-0.181274382	9.230857277	96.32	60.1911	1
34.1883792	0.125401929	6.65143528	99.96	70.9633	1
226.1808829	-0.107314578	9.124033165	99.98	262.6591	1
141.8581893	-0.681513944	6.22912159	99.98	218.1525	1
43.6522552	-0.873047859	8.517579079	99.98	164.3856	1
71.0970864	-0.375671406	6.271580315	99.98	234.6969	1
31.2327405	-0.301805054	8.903164482	99.95	122.1804	1
81.359971	-0.017910448	6.342288017	99.21	35.1138	1
21.1761596	-0.596721311	9.096505165	99.98	179.053	1
16.8016193	-1.01862069	9.265799141	85.44	1039.8446	1
29.8758597	-0.833828996	6.109134483	99.95	156.917	1
39.3046641	-0.330225989	4.864872169	99.86	652.9254	1
67.1594811	-0.356208054	8.458332634	99.98	243.9631	1
28.3057723	-0.303474903	9.388804817	99.96	217.3426	1
80.9180938	-0.741384181	8.278788185	34.57	12.7648	1
29.8087799	-0.323595506	8.99619236	99.26	505.2984	1
75.0047121	-0.726799387	5.32708683	72.36	164.1572	1
50.3831437	-0.542324561	6.44334774	99.98	77.434	1
32.9358327	0.688013699	8.196848869	85.63	875.3071	1
28.56959	-0.835714286	8.972854805	99.95	790.39	1
14.5598117	-0.039552239	6.670021629	99.98	866.7943	1
30.0702783	-0.460661765	6.046668434	99.29	1972.8759	1
76.2341453	-0.542644874	8.932110786	96.92	1257.6372	1
21.8126367	-0.545685279	9.903198051	99.82	956.4209	1
91.4379254	0.035888078	6.627335548	98.54	89.7283	1
25.9959551	-0.341964286	4.568570518	99.96	133.4544	1
59.7151421	-0.686592179	5.763837624	99.96	128.3159	1
84.2619867	-0.122074468	6.200758934	99.77	56.2839	1
62.297301	0.049384886	6.370480156	99.98	124.4429	1
44.5260123	-0.057107232	9.064980125	99.82	47.2225	1
92.5231275	-0.531922612	8.346866798	99.96	238.6213	1
41.0559883	-1.040810811	4.577721596	99.98	69.9645	1
65.1273932	-0.245565217	4.906421471	94.13	1317.286	1
24.2873931	-1.177830189	8.707245064	98.06	1203.8947	1
29.427487	-1.795041322	9.972179222	99.95	199.5138	1
66.3744349	-0.154684838	5.520850945	15.23	49.6068	1
66.9467953	-0.161952862	5.264279747	99.82	170.4098	1
66.9779039	-0.17210084	5.485838127	99.44	490.5607	1
70.2739377	-0.104166667	5.515849113	17.43	1229.374	1
124.2793669	0.686731968	9.115910149	99.98	164.3607	1
69.0744855	0.349038462	8.351121712	99.7	201.046	1
27.7780288	-0.345703125	7.547899818	99.91	114.6882	1
47.6984847	-0.167123288	6.075826836	99.98	1195.8424	1
29.6072228	-0.162132353	8.63439579	99.98	422.2042	1
29.9015291	-0.156569343	8.855715752	99.98	558.8189	1
26.3212361	-0.087815126	9.253292274	99.98	1198.5362	1
50.8200576	-0.90744921	9.955739784	99.89	126.4682	1
17.4293886	-0.767924528	6.756189537	99.88	90.5775	1
72.2412987	-0.795208655	8.574698067	99.95	46.9027	1
41.7452761	-0.110649351	9.793343925	99.95	974.7003	1
40.3322634	-0.133240223	8.303995323	99.98	280.4125	1
24.7355268	-0.22	9.364564705	99.96	2624.3391	1
69.2650922	-0.176136364	5.13588047	99.88	180.8647	1
178.2137188	-0.244861538	5.831191826	99.98	102.8362	1
75.0945578	0.352262774	8.871317101	99.98	169.9668	1
76.6502313	-0.661561119	5.023509789	99.98	460.4081	1
42.3866219	-0.484986595	8.064817619	99.98	113.2825	1
80.2999182	0.163136176	9.612961388	85.58	747.5652	1
129.4742435	-0.93125	7.608433342	99.96	171.4463	1
66.4994044	-0.241116751	5.469695854	55.14	95.6019	1
46.20021	-0.222636816	6.220595741	99.98	94.5678	1
153.5720138	-0.278493845	5.797543144	99.91	3149.356	1
74.155889	-0.301341282	6.504961205	99.98	92.896	1
74.4133702	-0.249704142	6.859124947	99.96	789.6594	1
60.2300695	-0.653544776	5.555863762	99.82	96.6004	1
146.6244279	-0.106216831	5.151226997	99.96	130.0497	1
92.6879557	-0.357320099	7.258873558	99.96	92.6882	1
52.8654722	-0.152754237	5.300713539	99.47	111.7743	1
38.2680163	-0.423214286	5.845231056	99.96	502.9238	1
28.9115162	0.324427481	9.029586983	99.35	264.1636	1
53.1785223	0.455555556	8.561353111	99.95	285.8454	1
52.2984676	0.516527197	7.495607948	99.89	627.6425	1
63.8110652	0.196309315	9.204554176	99.96	189.6667	1
69.508718	-0.372577997	9.070266533	99.7	452.4617	1
21.7144769	-0.424479167	6.913008308	99.98	593.2079	1
30.3285997	-0.831716418	8.584368324	97.99	186.0008	1
54.5713489	-0.298966942	5.770544624	99.95	853.3359	1
30.6640843	-0.333576642	9.228987694	99.98	366.6046	1
70.483531	-0.5784375	6.820815468	99.89	240.9537	1
24.3328536	-0.119196429	9.337810326	98.41	225.4881	1
52.3771148	-0.468607069	9.181023216	99.86	298.9975	1
22.0571182	-0.683333333	4.414480019	99.98	3409.6955	1
41.4947794	-0.339130435	5.564958	99.91	116.095	1
33.9490195	-0.462457338	8.934625053	99.86	477.0494	1
33.9232228	0.604193548	6.845369911	99.95	166.4047	1
16.5319909	0.072847682	8.81987133	67.37	925.0022	1
43.1152434	-0.07443038	6.079009819	99.81	7941.8121	1
93.3891533	-0.106427689	7.200215721	73.14	6.911	1
104.8261828	-0.802981896	6.317278862	99.98	81.8674	1
70.0551275	-0.510096154	8.845014	99.89	119.0002	1
45.7425423	-0.985148515	4.445002556	99.96	131.8616	1
115.9006379	-0.3453125	5.995285988	99.96	197.9729	1
79.7653003	-0.688776978	4.91602726	94.85	442.7785	1
44.4723013	-0.006982544	6.66661129	53.06	303.1065	1
21.104412	0.153846154	9.659894371	99.98	553.878	1
40.0891069	0.145333333	9.291070747	99.98	1587.7854	1
60.9876837	-0.612637363	5.412174797	99.98	316.226	1
59.6039689	0.009558824	6.313413811	99.95	303.0002	1
71.3629088	-0.039747634	7.826478004	99.93	46.1587	1
30.7131809	-0.118705036	8.999415779	99.82	31.8027	1
8.4377933	-0.247368421	9.629078484	99.95	226.8256	1
63.1482721	0.519516408	7.152868843	99.98	1218.3271	1
35.8581607	-0.071818182	4.880957603	72.48	331.7216	1
30.1026476	-0.668181818	8.966859245	99.88	31.7175	1
40.90232	0.062663185	4.455176735	75.09	140.8147	1
59.2698807	-0.521161049	9.513357735	99.98	361.5809	1
46.0472591	0.004545455	6.6975317	91.54	281.0262	1
44.1613593	-0.057457213	5.746842766	99.14	2219.8077	1
85.576374	-0.042451613	7.32565937	99.96	610.2805	1
55.6296499	-0.303740157	8.352411079	99.98	52.2261	1
81.3933791	-0.024900133	6.443802452	99.77	63.7107	1
28.7486604	-0.677734375	4.724764061	99.96	309.3462	1
47.7404835	-0.060606061	5.960898399	99.96	123.384	1
57.5845777	-0.273540856	6.380199623	99.98	213.8478	1
75.8941501	-0.627180233	4.89073391	99.98	107.6769	1
33.7206123	-0.906644518	6.295282173	98.98	31.668	1
28.5992702	0.661023622	9.251680565	99.98	328.9952	1
49.3676301	-0.277130045	8.028586388	99.7	99.5779	1
19.0963458	-0.39112426	10.26583271	99.98	1463.2763	1
16.5016796	-0.069655172	8.993033409	18.6	38.182	1
38.2761573	-1.207964602	9.346900368	99.75	422.4443	1
14.5689547	-0.086666667	5.23318882	89.28	8499.4711	1
42.3447688	-0.638211382	8.723813438	99.98	145.8383	1
15.5930301	-0.581203008	11.6006506	98.04	303.6214	1
51.5771229	-0.527777778	5.430931664	99.98	247.0779	1
69.8627696	-0.333496732	9.05640583	99.98	166.0643	1
33.3966434	-1.407534247	5.478846931	99.98	299.4805	1
43.5701241	-0.293830334	8.723491096	99.96	3578.2669	1
61.4873117	-0.680185185	8.92798481	99.96	130.4225	1
40.8604512	-0.162295082	6.763521767	95.29	289.7423	1
45.2002611	-0.320413437	8.566446114	99.95	224.8476	1
34.7871575	-0.471895425	6.165348244	99.95	307.8606	1
67.9432664	-0.542372881	8.765717888	99.96	1078.794	1
36.6279208	-0.313333333	5.993523979	99.91	181.6065	1
59.0968402	-0.870383912	5.908038139	99.98	600.5	1
44.5514206	-0.551458886	9.751632881	99.93	243.5093	1
52.6770079	0.500608519	5.396885109	99.91	778.7098	1
107.7710549	-0.27073663	6.242194557	99.91	108.42	1
54.1954924	-0.215257732	8.050892448	99.98	114.9979	1
35.4411149	-0.183018868	6.100665474	99.89	104.1174	1
69.1948713	-0.542325581	9.432256508	99.96	278.4093	1
70.429705	-0.442332268	5.12462635	99.93	69.9145	1
46.0738567	-0.228292683	8.748311424	99.98	458.3401	1
46.4802599	-0.148275862	8.213094902	98.92	389.0364	1
30.6099574	-0.3003663	8.924503517	99.93	184.5721	1
19.7944347	-0.382285714	6.311935997	99.98	105.8134	1
13.8719335	-0.029032258	6.512634468	99.91	90.5243	1
75.3628581	-0.594658754	5.936912346	99.98	154.9155	1
27.2846965	-0.693902439	6.843039513	92.26	2241.8294	1
36.6145085	-0.122960725	7.062608528	98.24	5047.993	1
71.4109121	-0.076344086	6.67110157	99.89	168.9889	1
105.5590539	-0.000212766	8.374007988	99.91	52.2074	1
42.4090881	-0.298958333	7.115752983	99.91	1738.7395	1
38.0082761	-0.21416185	5.73030262	99.98	143.0259	1
28.6237516	0.230797101	7.807395363	99.98	833.6426	1
62.7003149	0.172627737	8.990777016	99.95	326.4385	1
80.3630077	-0.109065156	8.486376381	96.7	109.5673	1
87.6703193	0.305633803	8.457752419	99.89	228.2933	1
54.0463069	-0.526141079	6.848382378	98.75	218.1203	1
18.9561949	-0.015730337	5.168903923	99.98	640.2815	1
29.1381169	-0.525090909	9.977787971	99.91	3315.2355	1
62.0656998	-0.334078212	8.32726841	99.79	362.1856	1
134.7241472	-0.512787724	7.391763115	99.98	110.4337	1
40.5524819	-0.581058496	8.60486927	99.7	85.0647	1
39.5694541	-0.337746479	5.567117882	99.96	673.3017	1
36.4362244	-0.083792049	7.720974541	48.33	614.2374	1
77.5149067	-0.6	4.796892738	13.48	6.7497	1
10.8338634	0.572277228	8.119099998	3.67	946.1056	1
65.9467466	-0.31486014	8.585141945	99.82	136.3459	1
155.1170194	-0.749158742	5.242453575	99.98	169.5947	1
13.8353231	-0.754918033	5.624979973	99.86	157.6044	1
49.5824038	-0.201382488	9.220671272	99.81	128.4434	1
118.7812083	-0.473021926	5.83318119	99.91	26.2989	1
54.7984077	-0.619675456	9.144405174	99.96	127.3999	1
29.2104156	-0.182846715	7.841112328	99.98	1805.2255	1
40.5017264	0.639509537	6.391851616	49.73	20.9271	1
53.8363789	-0.636652542	9.166002083	14.15	1849.2343	1
33.0133451	-0.55665529	6.096118355	96.97	692.3431	1
59.0064524	-0.678284672	6.615399361	74.69	1759.3028	1
54.5192389	-0.968367347	5.939185905	50.11	2153.5106	1
10.5456006	-0.762765957	9.608770943	97.96	81.1744	1
68.1383077	-0.368099174	8.986328697	99.95	51.073	1
36.2245091	-0.100303951	8.70660038	91.7	486.3081	1
23.0361317	-0.778282828	10.16732502	99.98	5561.9229	1
29.3818468	-0.477859779	9.00657177	99.91	290.1415	1
11.9961195	-0.379245283	9.463974953	99.84	11539.8109	1
46.4723036	0.66855792	7.981202126	98.91	44.7443	1
74.5138553	-0.125726744	7.213061333	59.83	451.7888	1
59.7113523	-0.509671533	8.325334358	99.98	130.5012	1
139.6079511	-0.133251834	7.640092659	99.96	116.2495	1
20.5831835	0.737433155	9.929630089	52.79	2916.5152	1
62.1110691	-0.233576642	8.428354836	99.21	43.0659	1
36.9429555	-0.82791411	6.524968529	93.25	144.6919	1
5.6026396	0.216981132	10.21825504	99.98	977.5335	1
36.0356863	-0.639622642	4.981335258	99.95	66.4186	1
19.4345186	0.00755814	9.46287899	99.95	1385.4569	1
70.9172795	-0.472275641	5.156740379	51.45	18.8322	1
38.8535937	-0.248	6.639840126	99.95	54.9039	1
117.5271539	-0.260597303	5.416210365	99.98	114.0504	1
83.2402767	-0.014049587	9.683102989	99.93	353.3438	1
33.0949238	-0.296587031	8.566897392	99.98	101.7262	1
108.9416462	-0.447417355	5.926397133	99.98	3889.3468	1
13.7088151	-0.530645161	9.37790966	99.93	171.9339	1
60.8221908	-0.175	8.345384026	99.96	110.5438	1
53.1165022	-0.057083333	5.757528496	99.98	7922.0038	1
51.5403051	-0.022319475	9.332523918	81.23	656.6033	1
56.4816401	-0.995171026	9.442184639	99.45	110.3619	1
15.8169958	-0.471328671	10.14192448	99.89	314.7598	1
27.2793232	-0.177254902	7.647254372	99.86	1385.5791	1
206.7564725	-0.253521127	6.483987617	99.98	85.9268	1
47.3373257	-0.263510393	5.517270088	99.95	229.8502	1
42.6683036	-0.679790026	5.179134941	99.96	137.5064	1
104.0867536	-0.836785329	9.133187675	99.95	333.3097	1
12.8206987	-0.913385827	9.391576958	97.9	962.2978	1
46.4176974	-0.131961259	4.998386955	99.95	180.2679	1
48.5144328	-0.176798144	9.128159142	98.77	2504.2125	1
34.725721	0.133126935	9.780901527	99.96	113.035	1
40.88976	-0.192777778	5.759688377	99.98	2010.5738	1
242.4956697	-0.162796098	6.221448326	99.96	103.9256	1
57.0097687	-0.889858012	4.958713341	7.99	79.6734	1
114.5192513	-0.424530168	8.689516258	99.95	40.2593	1
40.2263837	-0.043131868	8.523961449	91.34	203.8038	1
48.5739172	-0.328110599	8.552972221	99.98	86.2954	1
59.0402713	-0.272637795	9.167613792	99.96	705.4054	1
21.7670572	-0.643956044	9.410659599	99.89	459.482	1
20.4674783	-0.271584699	9.627402306	99.84	35.1329	1
42.9772019	-0.125935162	9.819453621	93.72	3091.4606	1
26.3518377	-0.676293103	5.201927376	99.86	60.9715	1
28.6562431	-0.745816733	8.694157982	75.15	314.1643	1
10.1015694	0.058585859	8.979881859	99.7	71.6012	1
65.8439562	-0.46846543	6.531789207	99.98	142.0112	1
39.4904981	-0.656056338	6.13238163	99.74	683.217	1
47.5809298	-0.138173302	6.109816551	99.98	136.838	1
82.8717284	-0.244026846	6.21337719	99.93	732.094	1
39.5688096	-0.740517241	5.330326653	99.98	86.0209	1
59.8651483	-0.525855513	6.551114464	83.01	278.4195	1
49.5268228	-0.428169014	5.769635201	90.36	88.9783	1
28.8258443	0.060223048	9.691741753	99.98	112.3878	1
121.4395321	-0.721082621	6.517522621	99.98	136.5283	1
40.4259338	0.027747253	8.330298424	92.33	307.1224	1
40.0095844	-0.279558011	4.946720314	99.86	2273.222	1
6.4950789	-0.565151515	9.100760078	97.07	7600.6527	1
6.5511852	-0.459090909	9.100760078	99.77	11213.6651	1
75.2975313	-0.307934132	7.09398365	99.95	114.8855	1
70.545385	-0.054075235	6.766363716	99.84	91.8719	1
30.126131	0.446268657	9.377007103	99.95	3024.0313	1
73.3387448	-0.257098284	5.338795662	45.74	53.3189	1
39.0040479	-1.050147493	5.448892784	98.71	1469.0646	1
42.89831	-0.457828283	5.432011604	99.93	178.4191	1
30.181521	-0.460820896	4.728629112	99.98	479.3968	1
10.9404742	-0.637894737	8.945262337	99.96	158.1092	1
58.9272048	-0.17682243	5.877856636	99.98	262.6994	1
37.6976275	-0.109011628	8.991357231	94.78	150.2257	1
26.5199461	-0.230327869	9.148079872	99.98	2654.1147	1
43.0100945	-0.232375979	7.677947426	99.98	264.7219	1
22.0603974	-0.592105263	9.749054146	99.96	1681.5511	1
26.9349129	-0.30625	9.67072506	99.86	93.7101	1
56.9694412	0.592124542	9.061821175	99.98	538.8427	1
47.4937376	-0.283698297	7.716086388	93.53	402.517	1
83.5897459	-0.529027778	9.408918953	99.96	134.4139	1
132.3070253	-0.318728814	5.192435265	99.98	83.6962	1
52.3096313	-0.506722689	5.472878838	99.98	154.1649	1
45.859733	-0.510224439	7.675617027	99.81	675.4369	1
45.0174745	-0.500761421	6.092480659	99.77	209.61	1
19.9581675	0.630054645	8.160230827	99.49	47507.147	1
57.8926758	-0.754913295	4.736700249	99.98	77.1464	1
114.0572354	-0.734723569	4.215770912	99.98	122.7674	1
143.5786075	-0.338128931	6.196154976	99.98	62.198	1
52.3302146	-0.130188679	6.78301754	99.93	126.3929	1
118.8009308	-0.227434457	5.505788612	99.98	144.6583	1
38.5385722	-0.44491018	5.082224464	99.89	46.165	1
52.830519	-0.42212766	6.261519814	99.82	60.796	1
60.1313665	-0.012363636	5.605711555	98.68	79.5523	1
55.1041161	-0.09795082	7.239946175	91.43	231.2995	1
60.7692683	-0.024275362	6.53446064	99.95	858.2151	1
21.8225103	-0.156410256	5.19101429	99.91	152.3534	1
29.6124416	-0.285	9.112686729	99.98	461.0304	1
19.9990555	-0.056756757	9.059242439	99.68	240.3241	1
53.8183974	-0.007692308	6.872482109	93.94	36.0328	1
60.9322037	-0.200560748	7.436950111	99.82	25.9012	1
33.2135549	-0.297594502	5.687104988	99.98	962.5921	1
17.8201546	0.051204819	5.423087883	99.96	176.7493	1
9.2995989	-0.011363636	4.540264702	46.94	162.7194	1
42.4785293	-0.025815217	10.21561184	25.75	162.179	1
11.238845	-1.060576923	9.84420948	99.98	973.6593	1
71.5511027	-0.952515723	4.667129326	28.8	684.7336	1
38.5849162	-0.049137931	5.0644907	99.96	352.8338	1
68.312257	-0.093256579	8.301867867	99.96	49.6038	1
41.5252895	-0.492533333	8.280915642	99.96	661.8082	1
26.6241757	0.365461847	5.437922859	99.98	1209.7	1
45.8449633	-1.005955335	8.639617729	99.79	153.9353	1
38.9863363	-0.405898876	5.123262215	96.83	587.1264	1
67.4625579	-0.02688	8.756950188	99.95	547.074	1
76.2095446	-0.536849926	4.851799202	99.91	47.4002	1
48.9026316	-0.55033557	5.377503014	99.98	184.822	1
96.2837378	-0.595953757	8.648256493	99.96	56.6081	1
57.2103127	0.031349206	8.199105263	99.63	50.4499	1
15.0166982	-0.86640625	5.79947567	99.98	256.6793	1
18.1770464	-0.479166667	8.515645027	99.98	290.2041	1
142.2416106	-0.861937452	6.285278511	99.98	164.9052	1
82.7537486	-0.177929155	8.57618084	99.72	32.025	1
28.5135201	-0.242248062	7.592177391	99.96	324.0468	1
110.6280918	-0.233059548	5.957147026	99.98	67.0227	1
77.0204599	-0.721037037	4.431531715	99.68	198.0665	1
96.2068789	-1.054161782	4.907956123	99.98	783.9928	1
96.696456	-0.21803653	5.673577309	99.91	141.4687	1
36.2194194	-0.218495298	6.026320076	99.98	246.732	1
94.1411818	-1.422926829	5.930319023	99.98	749.2468	1
26.9844088	-0.715879828	5.331292915	99.75	65.5077	1
30.8350547	-0.263333333	9.456818962	99.96	145.5655	1
46.5042817	-0.218899522	7.661634636	99.93	57.4987	1
53.575815	-0.684615385	4.8001894	99.95	79.3105	1
31.0609795	-0.283512545	6.866570854	99.98	406.6822	1
27.2338418	-0.327413127	5.458896446	99.96	213.1269	1
94.6355936	0.005529412	7.986424065	99.77	82.0226	1
18.5066127	0.009467456	8.309217262	99.77	52.9373	1
45.3104551	-0.534398034	4.748465919	99.98	451.8981	1
58.079863	-0.321330724	9.314859581	99.95	65.8486	1
97.2508796	-0.148036952	6.001026726	78.12	41.5013	1
128.3587286	-0.219825328	7.495721626	99.98	645.5589	1
28.102737	-0.097265625	6.619719124	36.54	2157.7273	1
70.9915717	-0.604813665	9.533149529	99.88	143.4743	1
15.0169975	-0.22	8.422875023	99.77	163.0078	1
11.1916797	-0.743434343	9.329945183	99.86	205.1347	1
38.1326074	0.009537572	7.069201851	84.05	1365.5689	1
38.1332729	-0.095652174	5.80623951	99.54	2089.2651	1
34.2820183	-0.165901639	8.096342659	93.55	553.9706	1
37.9884029	-0.146355685	8.089637947	99.89	126.2854	1
38.1154278	-0.090144928	6.463696098	99.84	942.8101	1
53.5376588	0.772962227	6.363886833	99.98	74.5907	1
123.241613	-0.076837209	5.389950752	99.98	160.9162	1
49.9663359	0.021786492	5.330383492	54.27	220.6024	1
50.4852265	-0.038913043	5.672781563	99.98	982.4148	1
21.8329947	-0.145833333	8.490115547	99.96	148.8936	1
30.2970529	-0.511913357	4.130626106	99.96	74.6182	1
25.8242213	-0.669130435	4.312454033	48.53	211.2832	1
62.613319	-0.906502636	4.655591011	99.61	207.552	1
13.0060972	-0.959482759	5.679659081	96.86	26.116	1
28.4583954	-0.066789668	9.596199608	97.67	792.1009	1
22.8696322	0.561244019	8.657604408	99.89	165.7261	1
24.5802897	-0.055607477	5.97829113	93.16	1473.737	1
47.4861127	-0.23436019	9.216545296	99.98	506.9714	1
55.8718988	-0.320162933	5.347492027	99.86	67.6325	1
104.7093867	0.300739958	6.24651432	99.93	28.1316	1
101.0022831	-0.213570634	5.285196495	99.95	91.2996	1
38.4766317	-0.326706231	4.945413017	99.98	67.9178	1
42.9803662	-0.853229974	8.162293816	99.86	512.6275	1
51.9189808	-0.197021277	5.723936653	99.96	213.1818	1
81.0671422	-0.505292479	7.316565132	29.09	38.5863	1
57.0657024	-0.254183267	5.371193886	95.38	1311.4158	1
17.8096307	-0.026875	8.357826424	16.85	1544.9127	1
57.0207759	-0.502734375	8.752372932	99.93	36.5618	1
61.4697258	-0.058041958	5.742920876	99.98	2985.6188	1
32.5938758	-0.865964912	9.321177483	77.82	221.5656	1
33.7877765	0.040849673	9.817584038	99.93	345.5709	1
76.9446754	-0.119469027	6.767898369	99.96	43.6136	1
115.7967974	-0.20497076	6.246855354	99.63	2908.3551	1
64.5444956	-0.775856164	5.989886284	57.17	164.4773	1
47.2276006	-1.160891089	8.689193916	99.98	114.0824	1
35.9187187	-1.174433657	7.617868614	99.91	742.3938	1
9.0479694	-0.498795181	4.526907539	9.45	796.3043	1
57.3259976	-0.184512428	4.757219124	99.74	118.2881	1
59.5507107	-0.219011407	8.3807127	12.53	45.2896	1
42.5544912	-1.187804878	4.975992393	99.96	117.9662	1
45.2794949	0.409638554	9.37913456	99.91	117.6994	1
58.3092357	-0.156273063	5.417233467	99.98	60.5839	1
51.7233844	-0.070498915	8.350348091	97.8	55.3511	1
27.8409375	-0.899183673	4.583519173	99.96	416.7805	1
19.5380056	-0.201129944	9.636170006	99.98	318.5142	1
35.5750714	-0.194461538	5.525739098	99.86	28.6068	1
21.4015729	-0.477083333	4.54430027	11.72	4.5515	1
13.7408164	-0.067768595	5.219547462	99.95	157.4436	1
37.0086255	-0.243465046	4.815479088	99.91	82.418	1
45.7690728	0.336930456	9.719076347	99.98	292.7918	1
47.5800473	-0.218981481	9.053375816	99.98	373.2266	1
35.485157	-0.306089744	7.723873329	99.89	39.426	1
33.407304	-0.131067961	5.57848568	99.88	193.8569	1
48.6438672	-0.965168539	5.038572121	99.95	106.3772	1
54.6188263	0.679678068	5.691652107	98.87	756.0561	1
35.4930818	-0.405246914	4.567547417	99.98	410.478	1
57.4582999	-0.424752475	6.826556206	99.68	632.5382	1
31.4900713	-0.191103203	8.568122292	99.98	452.4976	1
47.4550305	-0.145563549	7.079660225	98.01	46.6548	1
85.9438581	-0.750131926	8.550071144	99.95	53.8188	1
34.0976651	-0.104792332	10.09834385	66.17	3863.4565	1
16.4217886	-0.070779221	7.982169151	99.96	176.9723	1
61.8631061	0.659473684	8.409336662	95.01	311.7271	1
11.0365998	-0.190566038	10.09937534	99.98	3112.8272	1
135.8579257	-0.38780284	8.122001076	87.47	118.9728	1
